hyperlink,Brand,Wine,Rating,Price,Timestamps
/NL/nl/el-maestro-sierra-twelve-year-amontillado-sherry/w/1297146?price_id=35947359,El Maestro Sierra,12 Year Amontillado Sherry N.V.,"3,7","€29,95",1727910226.3041534
/NL/nl/alvaro-domecq-seventeen-thirty-pedro-ximenez/w/1201091?price_id=26411581,Álvaro Domecq,1730 Pedro Ximenez N.V.,"4,4","€22,95",1727910226.3051908
/NL/nl/es-argueso-san-leon-reserva-de-familia/w/1490466?price_id=1159410,Bodegas Argüeso,San Leon Reserva de Familia N.V.,"3,8","€24,70",1727910226.3062265
/NL/nl/alvear-asuncion-oloroso/w/1892982?price_id=10275197,Alvear,Asuncion Oloroso N.V.,"4,0","€24,30",1727910226.3114593
/NL/nl/valdespino-contrabandista-amontillado-blend-medium-dry/w/1606350?price_id=36321094,Valdespino,Contrabandista Amontillado Blend Medium Dry N.V.,"3,8","€24,95",1727910226.3135307
/NL/nl/gomez-nevado-palido-sierra-morena-dry-seco/w/1877009?price_id=7441738,Gomez Nevado,Pálido Sierra Morena Dry Seco N.V.,"3,6","€15,95",1727910226.3155706
/NL/nl/romate-ambrosia-moscatel/w/1164473?price_id=31458961,Romate,Ambrosía Moscatel N.V.,"4,1","€29,90",1727910226.3166707
/NL/nl/toro-albala-don-px-convento-seleccion/w/2395864?year=1980&price_id=27505936,Toro Albalá,Don PX Convento Selección 1980,"4,7","€274,95",1727910226.3176796
/NL/nl/barbadillo-pale-dry-fino-sherry/w/2227078?price_id=7135322,Barbadillo,Pale Dry Fino Sherry N.V.,"3,4","€10,50",1727910226.3197792
/NL/nl/lustau-la-ina-fino-jerez-xeres-sherry/w/1170118?price_id=27733178,Lustau,La Ina Fino N.V.,"3,5","€11,90",1727910226.3218443
/NL/nl/jose-pemartin-pedro-ximenez/w/1703713?price_id=26551662,José Pemartín,Pedro Ximénez N.V.,"3,9",€18,1727910226.329176
/NL/nl/lustau-manzanilla-pasada-de-sanlucar-almacenista-manuel-cuevas-jurado/w/1169785?price_id=6155333,Lustau,Manzanilla Pasada de Sanlúcar Almacenista Manuel Cuevas Jurado N.V.,"3,8",€31,1727910226.3302112
/NL/nl/francisco-yuste-aurora-pedro-ximenez-sherry/w/4842440?price_id=31026083,Bodegas Yuste,Aurora Pedro Ximenez Sherry N.V.,"4,0","€21,95",1727910226.3312354
/NL/nl/valdespino-deliciosa-manzanilla/w/1271685?price_id=23983784,Valdespino,Deliciosa Manzanilla N.V.,"3,5","€8,50",1727910226.3312354
/NL/nl/lustau-oloroso-pata-de-gallina-almacenista-juan-garcia-jarana/w/1187156?price_id=31484872,Lustau,Oloroso Pata de Gallina Almacenista Juan García Jarana N.V.,"4,0","€29,04",1727910226.3322499
/NL/nl/toro-albala-don-px-gran-reserva/w/86829?year=1999&price_id=31963837,Toro Albalá,Don PX Gran Reserva 1999,"4,4","€50,38",1727910226.3347614
/NL/nl/toro-albala-don-px-convento-seleccion/w/2395864?year=1958&price_id=27505990,Toro Albalá,Don PX Convento Selección 1958,"4,7","€349,95",1727910226.336209
/NL/nl/gutierrez-colosia-palo-cortado/w/97209?price_id=20183717,Gutiérrez Colosía,Palo Cortado N.V.,"4,0","€82,80",1727910226.3383741
