Brand,Wine,Rating,Price
Alceño,Cambil Bay Sauvignon Blanc 2022,"3,8","€9,25"
Ágora,Maceración Carbónica Viognier 2022,"3,4","€9,25"
Bodegas Valdemar,Conde de Valdemar Blanco 2023,"3,9","€9,25"
Viento Aliseo,Viognier 2022,"3,6","€9,25"
Viña Sanzo,Sauvignon Blanc 2021,"3,6","€9,10"
Nius,Verdejo - Sauvignon Blanc 2023,"3,9",€9
Marques de Garoa,Tempranillo Blanco 2023,"3,8",€9
Finca Venta de Don Quijote,Verdejo 2023,"3,5","€8,95"
La Bodega de Pinoso,Almorquí Blanco 2022,"3,7","€8,95"
Bodegas Aradon,Blanco 2023,"3,6","€8,95"
Aldeya,Chardonnay 2023,"3,6","€8,95"
Candidato,Viura 2023,"3,1","€8,95"
Viña Sanzo,Viñas Viejas Verdejo 2020,"3,8","€8,95"
Con un Par,Sauvignon Blanc 2023,"3,6","€8,95"
Dehesa El Carrascal,Almarina Verdejo - Sauvignon Blanc 2023,"3,9","€8,95"
Borsao Bodegas,Blanco (Selección) 2022,"3,6","€8,95"
Rueda Perez,Jose Galo Verdejo 2023,"4,1","€8,95"
Castillo de Penaranda,Matañizal 2023,"3,1","€8,95"
El Coto,Verdejo 2021,"3,7","€8,95"
El Angosto,Soldadito Marinero 2023,"4,1","€8,95"
Pascona,La Germana de Pascona 2023,"3,6","€8,95"
Bodegas Marqués de Cáceres,Excellens Verdejo 2023,"4,0","€9,95"
Familia Torres,San Valentín Parellada 2023,"4,2","€8,92"
Bodega de Bardos,Rueda Verdejo 2023,"4,0","€9,95"
El Angosto,Soldadito Marinero 2021,"4,2","€8,85"
Ignacio Marin,Garnacha Blanca 2023,"3,7","€8,75"
Nebla,Verdejo 2022,"3,8","€8,75"
Ardales,Verdejo 2022,"3,2","€8,65"
Con un Par,Sauvignon Blanc 2022,"3,6","€8,62"
Clos Montblanc,Castell Macabeu - Chardonnay 2022,"3,6","€8,50"
Vicente Gandía,Uva Pirata Garnacha Blanca 2022,"3,8","€8,50"
Finca Fabian,Verdejo 2023,"3,6","€8,50"
Bodegas Care,Blanco Sobre Lías 2023,"3,8","€8,50"
Nebla,Chardonnay Sobre Lías 2022,"3,7","€8,50"
Finca Fabian,Chardonnay 2023,"3,4","€8,50"
Clos Montblanc,Proyecto Cu4tro Blanco 2021,"3,5","€8,50"
Félix Solís,The Guv'nor Blanco N.V.,"4,0","€8,50"
Reino de Altuzarra,Chardonnay 2021,"3,6","€8,50"
Bodegas Valdemar,Conde de Valdemar Blanco 2021,"3,8","€8,50"
Bodegas Piqueras,El Abuelo Verdejo - Sauvignon Blanc 2023,"3,9","€8,50"
Martúe,Blanco Nieva Verdejo 2023,"3,8","€8,49"
Casa Lluch,Verdil Blanco 2023,"3,6","€8,49"
Félix Solís,Kingpin Blanco 2022,"3,8","€8,44"
Cuatro Rayas,Pecatis Tuis Verdejo 2023,"3,4","€8,35"
Bodegas Care,Blanco Sobre Lías 2022,"3,7","€8,35"
El Coto,Verdejo 2023,"4,0","€8,35"
Cuatro Rayas,Pecatis Tuis Verdejo 2022,"3,4","€8,35"
Familia Torres,Viña Sol Blanco 2020,"3,5","€8,25"
Séptimo Sentido,Verdejo 2023,"3,6","€8,25"
Álvarez y Díez,Valmoro Verdejo 2022,"3,7","€8,19"
Javier Asensio,Sauvignon Blanc - Chardonnay 2021,"3,5","€7,99"
Pasion,Green N.V.,"1,8","€7,95"
Cuatro Rayas,Dama del Lago Verdejo 2023,"3,3","€7,95"
La Sastrería,Garnacha Blanca 2023,"3,8","€7,95"
Celler de Capçanes,Cap Sentit Orange 2021,"3,8","€7,95"
Bodegas del Mundo,Valdemoreda Viura 2023,"3,4","€7,95"
Félix Solís,Casa Albali Verdejo - Sauvignon Blanc 2023,"3,7","€7,95"
Viña Oria,Macabeo - Chardonnay 2023,"3,3","€7,95"
Cuna Valiente,Verdejo 2023,"3,9","€7,95"
Infinitus,Moscatel 2023,"3,8","€7,95"
Nebla,Verdejo 2023,"3,7","€7,95"
Señorío de Iniesta,Sauvignon Blanc 2023,"3,4","€7,95"
Bodegas Pedro Escudero,Valdelagunde Verdejo 2023,"4,0","€8,95"
Terra Linda,Viura - Chardonnay 2023,"4,1","€7,94"
Avelino Vegas,Saborear Blanco 2023,"3,5","€7,81"
Inurrieta,Orchidea Sauvignon Blanc 2023,"3,9","€7,81"
Baron de Ley,Blanco 2023,"3,6","€7,81"
Verum,La Posada Verdejo 2023,"3,2","€7,79"
Dominio de Eguren,Protocolo Blanco 2023,"3,4","€7,75"
Laus,Blanco 2023,"3,6","€7,75"
Bodega del Segura,Amalinda Sauvignon Blanc 2023,"3,6","€7,74"
Bodega del Segura,Amalinda Verdejo 2023,"3,4","€7,74"
Verum,La Posada Airén 2023,"3,3","€7,74"
Alceño,Ribera del Segura Sauvignon Blanc 2023,"4,0","€7,74"
Alceño,Ribera del Segura Verdejo 2023,"3,7","€7,74"
Sedosa,Verdejo - Sauvignon Blanc 2023,"3,3","€7,59"
Bodegas Bastida,Bomba Selección Especial Sauvignon Blanc 2023,"4,0","€7,50"
Evandria,Sinfonia de Blancos 2021,"3,5","€7,50"
Impío,Sauvignon Blanc 2023,"3,9","€7,50"
Viñedos de Alfaro,Real Agrado Blanco 2023,"3,6","€7,50"
El Coto,Blanco 2023,"3,6","€7,50"
Bodegas Don Diego,Tramoya Verdejo - Viura 2023,"4,0","€7,50"
Rio Lindo,Viura - Chardonnay 2023,"4,0","€8,95"
Siete Pasos,La Fresca 2016,"3,4","€7,45"
La Chita,Mizaru 2022,"3,5","€7,45"
Hijos de Alberto Gutiérrez,Señorío de la Cuenca Verdejo 2023,"3,8","€7,45"
Hierbas Locas,Viura - Chardonnay 2023,"4,1","€7,45"
Cerrosol,Verdejo 2023,"3,6","€7,45"
Lagar de Cayo,Blanco 2019,"3,9","€7,42"
Toresanas,Puerta Adalia Verdejo - Viura 2023,"3,7","€7,25"
Mirabueno,Organic Macabeo - Sauvignon Blanc 2022,"3,7","€7,04"
Alceño,Sierra de Enmedio Sauvignon Blanc 2022,"3,8","€6,99"
Pedales,Sauvignon Blanc - Verdejo 2023,"3,5","€6,99"
Viñedos y Bodegas Muñoz,Legado Muñoz Macabeo - Verdejo 2023,"4,2","€6,95"
Braña Vieja,Blanco 2023,"2,9","€6,95"
Cosecheros y Criadores,Sensus Eco 2015,"2,5","€6,95"
Viña Oria,Macabeo 2018,"3,3","€6,95"
Cuatro Rayas,Vacceos Verdejo 2022,"3,3","€6,95"
Toresanas,Puerta Adalia Verdejo 2023,"3,6","€6,95"
Fuego,Verdejo 2022,"3,4","€6,75"
Macatela,Airén Semidulce 2020,"3,0","€6,65"
Barinas,Sauvignon Blanc 2023,"4,0","€6,50"
Biotiful,Organic Verdejo 2023,"3,5","€6,30"
Bodegas Milenium,Pardal Verdejo 2022,"3,2","€6,16"
De Moya,Mola Blanco 2021,"3,9","€5,99"
Marqués del Turia,Blanco (Viura - Sauvignon Blanc) 2023,"3,2","€5,95"
Bodegas Yuntero,Mundo de Yuntero Bio Blanco 2023,"3,5","€5,95"
Bodegas Yuntero,Mundo de Yuntero Bio Blanco 2022,"3,5","€5,95"
Añoranza,Sauvignon Blanc 2023,"3,2","€5,95"
Bodegas Yuntero,Pure Organic Sauvignon Blanc 2022,"3,2","€5,95"
Bodegas Yuntero,Pure Organic Verdejo 2023,"3,5","€5,95"
Bodegas Latúe,Clearly Organic Airén - Sauvignon Blanc 2022,"3,7","€5,95"
Cuatro Rayas,Bitácora Verdejo 2023,"3,6","€5,95"
Santo Cristo,Flor de Añón Verdejo 2023,"3,4","€5,95"
Pasos de la Capula,Verdejo 2023,"3,3","€5,59"
Bodegas Yuntero,Ortiga Airen - Sauvignon Blanc 2023,"3,5","€5,50"
Radio Boka,Verdejo Castilla y León 2023,"3,5","€5,50"
Autentico,Organic Blanco 2022,"3,4","€5,49"
Conde Pinel,Viura - Verdejo 2023,"3,3","€5,25"
Castillo San Lorenzo,Rioja Viura 2022,"3,7","€5,02"
Varias,Pere Punyetes Blanc 2022,"3,6","€11,19"
Rovellats,Blanc Primavera 2022,"3,3","€12,68"
Llopart,Clos Dels Fòssils 2021,"3,9","€17,34"
Raimat,Terra Chardonnay 2022,"3,7","€13,09"
Furot,Blanco 2022,"3,7","€13,30"
Oliveda,Finca Els 3 Frares Blanc Flor 2022,"3,5","€10,99"
Morlanda,Blanc 2022,"3,9",€19
Martín Faixó,Perafita Picapoll 2022,"3,9","€17,12"
Albet i Noya,Petit Albet Penedès Blanc 2022,"3,3","€15,11"
Bodegas Marisol Rubio,Son d Sol Blanco 2022,"3,9","€13,95"
Raimat,Clamor Blanco 2022,"3,6","€10,19"
René Barbier,Kraliner Seco 2022,"3,2","€8,36"
Rosa Maria Torres,Susel Viognier 2022,"3,3","€11,41"
Rovellats,Blanc Primavera 2022,"3,3","€12,68"
Varias,Pere Punyetes Blanc 2022,"3,6","€11,19"
Oliveda,Clos Primat Blanco 2022,"3,6","€8,25"
Bodegas Aragonesas,Solo Blanca Tiólico 2023,"3,4","€6,95"
Adegas Gran Vinum,Albariño 2023,"3,8","€15,95"
Condesa de Leganza,Verdejo 2011,"3,4","€5,99"
Espelt,Chardonnay 2022,"3,3","€13,62"
Celler Gerisena,Ergo Blanc 2022,"3,7","€13,65"
Montecillo,Rioja Blanco 2020,"3,9","€11,50"
Viña Albina,Semidulce 2022,"3,6","€7,95"
El Paso del Lazo,Viura - Verdejo 2023,"3,2","€4,95"
Señorío de Sarria,Verdejo 2023,"3,6","€6,59"
Hacienda Alcaraz,Verdejo 2023,"3,6","€7,95"
Dominio de Punctum,Norte Sur Chardonnay 2023,"3,4","€6,95"
Bodegas Nodus,Sauvignon Blanc 2020,"3,6","€8,95"
Bodegas Care,Varietales Trio White Blend 2018,"3,9","€11,31"
Nerea,Sauvignon Blanc - Airén 2016,"3,3","€5,97"
Xenysel,Xenys Blanco 2021,"3,6","€11,45"
Edra,Blancoluz 2022,"3,8","€13,90"
Pazo Tizon,Extramundi Blanc 2023,"3,9","€10,25"
Pazo Tizon,Extramundi Blanc 2022,"3,9","€12,50"
Bodegas Félix Lorenzo Cachazo,Gran Cardiel Verdejo 2023,"3,8","€7,10"
Bodega Máximo Abete,La Blanca Guerinda Chardonnay 2023,"3,7","€7,80"
El Escocés Volante,The Cup & Rings Godello 2015,"3,8","€10,17"
Vinos Sanz,Finca la Colina Cien X Cien 2022,"3,8","€17,15"
Llopart,Clos Dels Fòssils 2012,"3,7","€12,95"
Sa Forana,600 Metros Blanco 2022,"3,7","€12,90"
Celler de Capçanes,Mas Tortó Brisat 2022,"4,0","€15,10"
Celler Cal Bessó,Coret 2023,"3,6","€10,50"
Naveran,Manuela de Naveran 2023,"3,6","€11,80"
L'Olivera,Blanc de Marges 2023,"3,9","€11,70"
Les Foes,Les Casildes Blanc 2020,"3,8","€18,50"
Vinyes Singulars,Doble Plaer 2020,"4,0","€19,90"
Te Quiero,Organic White Field Blend 2022,"3,6","€6,95"
Adegas Gran Vinum,Albariño 2020,"3,8","€18,50"
Bodega Sommos,Colección Gewürztraminer 2022,"4,1","€10,50"
La Vinyeta,Llavors Blanc 2021,"3,9","€14,30"
Bodegas Marqués de Cáceres,Excellens Sauvignon Blanc 2022,"3,9","€9,95"
Rueda Perez,Zapadorado Verdejo 2022,"3,8","€7,50"
Altaencina,Quivira Verdejo 2023,"3,7","€11,15"
Finca Manzanos,Tempranillo Blanco 2021,"3,6","€9,88"
Pandora,Ariabal Verdejo 2022,"3,6","€9,17"
Finca Fabian,Chardonnay 2022,"3,4","€8,95"
Celler Piñol,Selecció Raig de Raïm Garnatxa Blanca 2023,"3,7","€12,07"
Micro Bio (MicroBio),La Resistencia 2018,"4,1","€19,90"
Bodegas Arraez,Los Arráez Verdil 2022,"3,7","€9,90"
Clos Cor Ví,Noble Wine Core 2022,"3,3","€12,50"
Sant Pere Moixent,Blanco 2020,"3,4","€5,80"
El Angosto,Blanco 2022,"3,6","€4,95"
Luis A. Rodriguez Vazquez,Eidos Ermos Ribeiro 2023,"3,7","€16,90"
Santo Cristo,Macabeo - Chardonnay 2021,"3,5","€6,95"
Adegas Gran Vinum,Albariño 2020,"3,8","€18,50"
La Vinyeta,Llavors Blanc 2021,"3,9","€14,30"
Jeromin,Puerta de Alcalá Malvar 2022,"3,2","€7,50"
Bodega Sommos,Colección Gewürztraminer 2022,"4,1","€10,50"
Finca Fabian,Chardonnay 2021,"3,4","€8,50"
Bodegas Pedro Escudero,Fuente Milano Verdejo - Viura 2023,"3,7","€7,30"
Valmiñor,Davila O Rosal 2021,"4,1","€18,95"
Vinos Sanz,Clásico 2022,"3,5","€9,51"
Ramón Roqueta,Synera Blanco 2023,"3,2","€4,95"
Viña Cantosán,Viñas Viejas Verdejo 2023,"3,7","€11,70"
Bellori,Joven 2021,"3,7","€12,50"
Doniene Gorrondona,Bizkaiko Txakolina Blanco 2022,"4,0","€13,70"
Pazo Das Tapias,Alma de Blanco 2022,"3,8","€14,60"
Marqués de Castilla,Airén 2023,"3,4","€6,95"
Gran Sello,Macabeo - Verdejo 2021,"3,8","€7,50"
Pere Guardiola,Joncària Moscat Barrica 2021,"3,6","€15,75"
Tardencuba,Verdejo Rueda 2023,"3,7","€12,11"
Huerta de Albala,Barbazul Blanco 2019,"3,8","€9,50"
Blume,Sauvignon Blanc Rueda 2023,"3,5","€8,35"
Bodegas Veracruz,Ermita Veracruz Verdejo 2023,"3,8","€9,20"
Bàrbara Forés,El Quintà 2019,"3,9","€17,50"
Espelt,Vailet 2022,"3,5","€11,68"
Lagar de Moha,Tiempos Modernos Godello 2022,"3,7","€17,50"
Terra de Asorei,Albariño 2022,"3,8","€15,75"
I Tant,Garnatxa Blanca 2022,"3,6","€12,09"
Raúl Pérez,Ultreia Godello 2020,"4,0","€19,95"
Bach,Extrísimo Blanco Seco 2022,"3,5","€8,19"
Señorío de Rubiós,Condado do Tea Blanco 2023,"3,6","€5,40"
Macià Batle,Blanc de Blancs 2021,"3,9","€11,90"
Castillo Perelada,Emporda Blanc de Blancs 2022,"3,5","€9,30"
Hermanos Lurton,Verdejo 2023,"3,6","€14,06"
Bodega Iniesta,Corazón Loco Blanco 2022,"3,4","€7,95"
Familia Conesa,Viña Consolación Chardonnay 2021,"3,6","€11,95"
Bodegas Chaves,Silva Daponte Godello 2022,"3,8","€12,25"
Bodegas Castelo de Medina,Vendimia Seleccionada Sauvignon Blanc 2021,"3,9","€12,70"
Camina,Verdejo 2023,"3,5","€6,95"
Hnos. del Villar,Valdelapinta Verdejo 2022,"3,6","€10,65"
Rafael Palacios,Louro Godello 2020,"4,1","€17,90"
Eduardo Peña,María Andrea 2021,"3,9","€10,85"
Viña Somoza,Neno de Viña Somoza Godello 2019,"3,6","€14,90"
Castillo de Enériz,Chardonnay 2023,"3,6","€7,96"
Vegalfaro,Rebel.lia Blanco 2022,"3,5","€6,99"
El Grillo y La Luna,12 Lunas White 2022,"3,9","€14,40"
Bodegas Pedro Escudero,Fuente Elvira Verdejo 2023,"3,9","€9,95"
Vinsnus,SiurAlta Orange 2021,"3,8","€19,50"
Viñedos de Alfaro,Real Agrado Blanco 2022,"3,5","€7,15"
Enate,Gewürztraminer 2022,"3,8","€13,90"
Conde Pinel,Viura - Verdejo 2022,"3,3","€4,95"
Bodegas Félix Lorenzo Cachazo,Larrua 2023,"3,6","€8,85"
Cuatro Rayas,Circense Verdejo 2023,"3,5","€7,50"
La Vinyeta,Heus Blanc 2022,"3,5","€7,30"
El Gato Azul,Verdejo 2022,"3,8","€10,50"
Masia Serra,Mosst 2022,"3,8","€18,33"
Pere Guardiola,Floresta Blanco 2022,"3,3","€10,70"
Cerrada,Viura 2023,"3,4","€7,49"
Monte Real,Tempranillo Blanco 2022,"3,9","€9,95"
Coviñas,Vino Embeleso Macabeo 2021,"3,2","€6,49"
Alceño,Cambil Bay Sauvignon Blanc 2023,"3,8","€9,95"
Señorío de Iniesta,Si Colection Organic Macabeo - Sauvignon Blanc 2022,"3,3","€7,69"
Señorío de Iniesta,Si Colection Organic Macabeo - Sauvignon Blanc 2021,"3,3","€7,25"
Aroa,Le Naturel Blanco 2022,"3,7","€13,95"
Analivia,Verdejo Selección 2022,"3,9","€6,95"
Fabregas,Mingua Chardonnay - Garnacha 2023,"3,6","€10,19"
Monte Real,Blanco Fermentado en Barrica 2022,"3,7","€8,95"
Casar de Burbia,Casar Godello 2023,"3,9","€12,80"
Més Que Paraules,White Blend 2022,"3,7","€9,40"
Joaquim Batlle,Foranell Garnatxa Blanca 2016,"3,7","€19,99"
Palacio de Bornos,Sauvignon Blanc 2022,"4,0","€12,80"
Bodegas Victorianas,Don Hugo Viura 2020,"3,0","€6,66"
Las Campanas,Chardonnay - Viura 2022,"3,3","€8,55"
Bodegas Vallobera,Caudalia Rioja 2020,"3,7","€17,74"
Rueda Perez,Zapadorado Verdejo 2023,"3,8",€8
Valserrano,Rioja Blanco 2021,"3,9","€10,90"
Celler de Capçanes,Mas Picosa de Flor en Flor Blanc 2022,"3,8","€8,99"
Ànima Negra,Quíbia (Falanis) 2020,"3,9","€12,80"
Valserrano,Rioja Blanco 2021,"3,9","€10,90"
Marqués de Riscal,Sauvignon Blanc 2022,"3,9","€12,95"
Celler de Capçanes,Mas Picosa de Flor en Flor Blanc 2022,"3,8","€8,99"
Oliveda,Marrec Blanc 2023,"3,4","€9,80"
Marqués de Vizhoja,Señor da Folla Verde 2022,"3,9","€15,25"
Bodegas Faustino,VII Bianco 2023,"3,6","€7,21"
Oliveda,Blanc de Blancs 2023,"3,6","€9,23"
Ontañón,Tempranillo Blanco Edición Limitada 2021,"3,8","€9,85"
Coto de Gomariz (María Álvarez Serrano),Blanco 2022,"3,8","€16,20"
Félix Solís,Kingpin Blanco 2021,"3,8","€7,45"
Félix Solís,Kingpin Blanco 2023,"3,8","€7,49"
Mathilde Chapoutier,Rueda  Verdejo 2022,"3,6","€13,29"
Cune (CVNE),Barrel Fermented 2022,"3,9","€9,29"
Elvia,Viura - Sauvignon Blanc 2022,"3,5","€7,70"
Cérvoles,Colors Blanc 2022,"3,7","€8,95"
Tuets,Tot Blanco 2022,"3,9","€17,21"
Bodega Otazu,Otazu Chardonnay 2022,"4,0","€15,71"
Viñedos Verticales,La Raspa 2021,"3,7","€12,50"
Sedosa,Organic Blanco 2020,"3,4","€8,35"
Bodegas Quinta de Aves,Chardonnay 2023,"3,8","€9,95"
Pío del Ramo,Chardonnay Barrica 2023,"3,9","€16,50"
Antonio Montero,Godello 2022,"3,7","€13,35"
Barbadillo,Sábalo Ecológico Blanco 2022,"3,9","€17,50"
Vegalfaro,Pago de los Balagueses Chardonnay 2022,"4,1","€19,95"
Celler Batea,Vall Major Garnatxa Blanco 2023,"3,4","€9,32"
Paco & Lola,Albariño 2021,"3,9","€16,50"
Coto de Gomariz (María Álvarez Serrano),Blanco 2023,"3,8","€14,90"
Abadal,Blanc 2023,"3,7","€14,92"
Finca Milena,Verdejo - Sauvignon Blanc 2023,"3,4","€6,39"
Sumarroca,Temps de Flors Penedès 2021,"3,8","€10,20"
Bodegas Castelo de Medina,El Fisgón Verdejo 2023,"3,8","€8,02"
Bodegas Castelo de Medina,FB Verdejo 2021,"3,8","€14,44"
El Precipicio,Godello 2015,"3,5","€14,50"
Veiga da Princesa,Albariño 2023,"3,9","€15,03"
Rueda Perez,Jose Galo Verdejo 2022,"4,0","€7,95"
Vivanco,Rioja Blanco 2023,"3,7","€8,20"
Algueira,Brandan 2023,"3,7",€16
Casal de Armán,Ribeiro 7 Cupos Blanc 2022,"4,0","€9,90"
José Pariente,Sauvignon Blanc 2021,"4,1","€9,50"
Vinos Sanz,Finca La Colina Sauvignon Blanc 2022,"4,2","€19,42"
Huguet de Can Feixes,Blanc Tradició 2021,"4,2","€19,05"
Bodegas Marqués de Cáceres,Excellens Sauvignon Blanc 2021,"3,9","€10,25"
Toresanas,Puerta Adalia Verdejo - Viura 2022,"3,7","€7,20"
Monte Araya,Fermentado en Barrica Blanco 2018,"4,1","€10,50"
Voché,Blanco Fermentado En Barrica 2022,"4,0","€13,50"
Clea,Verdejo 2021,"3,8","€11,95"
Celler Piñol,L'Avi Arrufi Blanc 2022,"4,1",€18
Can Ràfols dels Caus,Gran Caus Blanc 2022,"3,8","€18,50"
Altanza,La Niña de Mis Ojos 2022,"3,6","€13,92"
Dominio de Tares,Godello Fermentado en Barrica 2022,"3,8","€17,50"
Bodegas Riko,Renaix la Passió 2023,"4,1","€11,50"
Raimat,Turons de la Pleta 2021,"4,0","€15,50"
Huguet de Can Feixes,Blanc Selecció 2022,"4,0","€14,50"
Viñas del Vero,La Miranda de Secastilla Garnacha Blanca Somontano 2020,"3,9","€9,85"
Akarregi Txiki,Blanco 2023,"3,7","€14,33"
Campillo,Fermentado en Barrica Blanco 2023,"4,0","€9,88"
Viñas del Vero,Luces Chardonnay - Sauvignon Blanc - Macabeo 2023,"3,5","€6,29"
Hiruzta,Berezia 2023,"3,8","€13,95"
Alfredo Maestro,Lovamor Albillo 2022,"4,1","€18,85"
Viladellops,Xarel-lo 2022,"3,7",€17
Mustiguillo,Mestizaje Blanco 2021,"3,9","€9,90"
Blanco Nieva,Sauvignon Blanc 2023,"3,8","€6,95"
Viñas del Vero,Gewürztraminer Somontano 2022,"4,1","€15,43"
Valmiñor,Albariño Serra da Estrela 2023,"3,7","€13,75"
Familia Torres,Waltraud Riesling 2023,"3,9","€12,14"
Juvé & Camps,Gregal d'Espiells 2022,"3,8","€16,61"
Raimat,Saira Albariño 2023,"3,8","€15,42"
Castillo de Monjardin,Barrica Selección Chardonnay 2023,"3,8","€12,37"
Alta Alella,Parvus Chardonnay 2023,"3,9","€10,50"
Enrique Mendoza,Moscatel de la Marina Alicante 2023,"3,8","€8,40"
Martí Fabra,Verd Albera Empordà 2023,"3,8","€7,90"
Abadal,Picapoll 2022,"3,9","€14,45"
Vegalfaro,Pago de los Balagueses Chardonnay 2020,"4,1","€17,95"
Bodega Gótica,Badajo Verdejo 2023,"3,6","€6,95"
Bodegas Riko,Renaix la Passió 2023,"4,1","€11,50"
Clea,Verdejo 2021,"3,8","€11,95"
Cara Nord,Blanc 2021,"3,6","€10,30"
Celler Piñol,L'Avi Arrufi Blanc 2022,"4,1",€18
Dominio de Tares,Godello Fermentado en Barrica 2022,"3,8","€17,50"
Altanza,La Niña de Mis Ojos 2022,"3,6","€13,92"
Bach,Extrísimo Semi Dulce 2022,"3,5","€6,95"
Bodegas Olarra,Otoñal Rioja Blanco 2022,"3,5","€5,80"
Pepe Mendoza Casa Agrícola,Pureza 2022,"3,9",€17
Attis,Sangarida Godello 2022,"3,9","€16,50"
Viñas del Vero,La Miranda de Secastilla Garnacha Blanca Somontano 2022,"3,7","€10,49"
Entre Vinyes,Oníric Xarel-Lo 2021,"3,7","€9,95"
Tempore,Terrae Finca la Dehesa Organic Garnacha Blanca 2022,"3,9","€15,95"
Suertes del Marqués,Trenzado 2023,"3,9",€20
Espelt,Quinze Roures 2023,"3,7","€11,10"
Altanza,Sauvignon Blanc 2023,"3,9","€13,19"
Fillaboa,Albariño 2022,"4,1","€17,85"
Abadal,Picapoll 2022,"3,9","€14,45"
Vegalfaro,Pago de los Balagueses Chardonnay 2020,"4,1","€17,95"
Rippa Dorii,Verdejo 2023,"3,9","€9,80"
Baigorri,Rioja Fermentado en Barrica Blanco 2018,"3,9","€13,50"
Bodega Ca' di Mat,Valautín Albillo Real 2022,"3,9","€14,50"
Condesa de Leganza,Verdejo 2023,"3,6","€5,49"
Celler del Roure,Cullerot 2023,"3,9","€10,85"
Tomàs Cusiné,Auzells 2023,"3,7","€12,40"
Benito Santos,Igrexario de Saiar Albariño 2022,"3,8","€14,40"
El Coto,Blanco 2022,"3,6","€5,95"
Clos de Lôm,Malvasía 2021,"3,9","€12,10"
Tomàs Cusiné,Auzells 2022,"3,8","€15,50"
Nivarius,Edición Limitada 2018,"3,9","€15,95"
Muga,Muga Blanco 2022,"3,9","€17,55"
Lagar de Cervera,Albariño 2021,"4,0","€19,95"
Huerta de Albala,Barbazul Blanco 2023,"3,7","€9,95"
Dominio do Bibei,Lalume 2019,"4,0","€19,40"
Familia Torres,Viña Esmeralda 2023,"4,0","€7,52"
Marqués de Griñon,Blanco (Verdejo) 2022,"3,8","€8,65"
Terras Gauda,Abadia de San Campio 2022,"3,9","€18,02"
Bodegas Javier San Pedro Ortega,Anahí 2021,"3,9","€10,95"
Cunqueiro,Cuqueira Blanco 2023,"3,6","€7,90"
Bodega Bideona,Cabezadas Viura 2020,"3,7","€9,29"
Alvear,3 Miradas Vino de Pueblo 2021,"3,7","€13,90"
Castillo de Enériz,Chardonnay 2022,"3,6","€7,96"
Monopole,Blanco 2022,"3,6","€11,58"
Palacio de Bornos,Verdejo 2023,"3,9","€10,20"
Paco & Lola,Godello 2023,"3,8","€12,80"
Huguet de Can Feixes,Blanc Selecció 2023,"4,1","€9,30"
Raúl Pérez,Ultreia Godello 2022,"4,0","€15,10"
Dagda,Blanco 2023,"2,6","€5,95"
Paniza,Viura 2022,"3,3","€6,75"
Santana,Viura 2023,"3,1","€4,95"
Santana,Viura 2023,"3,1","€4,95"
Santo Cristo,Finca de Don Gavarre Blanco 2023,"2,4","€4,75"
Paniza,Fábula de Paniza Chardonnay 2022,"3,5","€7,95"
Álvarez y Díez,Valmoro Parcelas Singulares Verdejo 6 Meses en Barrica 2022,"4,0","€11,29"
Con un Par,Albariño 2021,"3,7","€17,45"
La Chita,Mizaru 2023,"3,5","€6,95"
Monopole,Blanco 2022,"3,6","€11,58"
Raúl Pérez,Ultreia Godello 2022,"4,0","€15,10"
Bodegas Pedro Escudero,Finca Valdelagunde Cuveé Especial 2022,"4,0","€8,50"
Lan,Duquesa De Valladolid Verdejo Rueda 2022,"3,7","€7,75"
Gramona,Mas Escorpí Chardonnay Penedès 2023,"3,8","€13,50"
Bodegas Marqués de Cáceres,Blanco Viura 2022,"3,7","€9,72"
Bodegas Martín Códax,Rías Baixas Albariño 2022,"3,9","€13,95"
Luca Bernasconi,Témide Vi Brisat de Malvasia Fontanars dels Alforins 2021,"3,6","€16,50"
Bodegas Martín Códax,Alba Martin Albariño 2023,"3,6","€11,95"
El Grifo,Malvasia Seco Colección 2023,"4,0","€17,50"
Viñedos y Bodegas Muñoz,Blas Muñoz Chardonnay 2023,"4,3","€18,89"
Blanco Nieva,Pie Franco Verdejo 2022,"4,1","€13,30"
Viñedos y Bodegas Muñoz,Blas Muñoz Chardonnay 2022,"4,3","€18,89"
Alceño,Sierra de Enmedio Sauvignon Blanc 2023,"3,8","€6,95"
Castillo Perelada,Només Garnatxa Blanca 2020,"3,9","€10,66"
Castillo Perelada,Empordà Jardins Blanc 2023,"3,5","€11,16"
Castillo Perelada,Empordà Cigonyes Blanco 2023,"3,7","€7,60"
Bodegas Castelo de Medina,Castelo de Medina Verdejo 2023,"3,7","€9,90"
Marqués de Riscal,Viña Calera Verdejo 2023,"3,4","€9,24"
Celler Batea,Sense Blanco 2022,"3,8","€13,10"
Jané Ventura,Malvasia de Sitges 2018,"3,7","€17,86"
Coca i Fitó,Tocat de l'Ala Blanc 2022,"3,8","€19,51"
Viña Costeira,Pazo Blanco 2022,"3,4","€8,80"
Vins El Cep,GR5 Senders Xarel-lo 2021,"3,7","€14,77"
Joaquim Batlle,Foranell Pansa Blanca 2018,"3,9","€19,99"
Garriguella,Puntils Blanc 2022,"3,5","€10,96"
Caves Bolet,Vinya Sota Bosc 2022,"3,5","€13,29"
Osborne,Solaz Viura - Verdejo 2022,"3,0","€8,23"
Tomillar - Virgen de las Viñas,Chardonnay 2020,"3,6","€9,29"
La Cepa de Pelayo,Cupido Macabeo 2020,"4,0","€14,60"
