Brand,Wine,Rating,Price
Valtea,Cuvée Especial Albariño 2019,"4,0","€24,95"
Oxer Wines,Marko Loretxoa 2020,"4,1",€35
Chivite,Navarra Coleccion 125 Blanco 2015,"4,3","€43,50"
Eivi,Limited Release 2021,"4,1","€21,95"
Murua,Murua Blanco Fermentado en Barrica 2020,"4,2","€22,50"
Enric Soler,Nun Vinya dels Taus 2022,"4,3","€69,50"
Enric Soler,Nun Vinya dels Taus 2021,"4,4","€59,45"
Naia,Naiades 2014,"4,0","€27,95"
Mesquida Mora,Acrollam Blanc 2023,"3,8","€24,64"
Enric Soler,Nun Vinya dels Taus 2020,"4,4","€57,50"
Alfredo Arribas,Trossos Sants 2018,"3,9","€21,50"
Tianna Negre,Ses Nines Blanc Selecció 07/9 2022,"3,8","€21,31"
Bodega la Tapada - Guitian,Fermentado en Barrica Godello 2021,"3,8","€30,81"
Cérvoles,Blanc 2021,"4,0","€25,60"
Vinyes dels Aspres,Blanc dels Aspres Criança 2022,"4,1","€26,38"
Bodegas San Román,Malvasia 2020,"4,2","€38,85"
Marqués de Riscal,Finca Montico Gran Vino de Rueda 2019,"3,8","€22,99"
Pardas,Pur Xarel-lo 2019,"3,9","€22,95"
Villota,Blanco 2019,"4,0","€32,68"
Bodegas Fulcro,O Equilibrio 2022,"4,1","€22,80"
Pazo Casanova,Finca Viñoa Blanco 2022,"4,0","€20,95"
Alvear,3 Miradas Cerro Macho 2019,"3,9","€24,85"
Azpilicueta,Colección Privada Blanco 2021,"4,2","€26,46"
Horacio Calvente,Guindalera 2021,"3,9","€22,50"
Pretium,Blanco 2020,"3,9","€26,95"
Naia,Naia 2018,"3,9","€32,95"
Ossian,Viñas Viejas Verdejo 2018,"4,2","€39,95"
Ossian,Viñas Viejas Verdejo 2019,"4,3","€35,50"
Gramona,Sauvignon Blanc Penedès 2022,"3,9","€26,37"
Pazos de Lusco,Lusco Albariño 2022,"4,0","€22,95"
Vinyes Singulars,Macabeu 2021,"3,7","€23,80"
Eudald Massana Noya,Avi Ton Xarel-lo 2021,"3,9","€27,27"
Bodega la Tapada - Guitian,Sobre Lías Godello 2021,"4,0","€25,83"
Jean Leon,Chardonnay Penedès Vinya Gigi 2018,"3,9","€32,60"
Vinícola Real,Cueva del Monge Blanco 2018,"4,0","€25,25"
Sangenís I Vaqué,Lo Coster Blanc 2022,"4,2","€26,70"
Nin-Ortiz,Terra Vermella de Nin Blanco 2016,"4,0","€44,49"
Terra Remota,Caminante 2023,"4,1","€21,50"
Nin-Ortiz,Terra Vermella de Nin Blanco 2017,"4,2","€44,49"
Gramona,Sauvignon Blanc Penedès 2022,"3,9","€26,37"
Vinyes Singulars,Xarel-lo 2021,"3,8","€24,22"
Vinyes Singulars,Macabeu 2021,"3,7","€23,80"
Vins El Cep,Clot del Roure Xarel-lo 2021,"4,1","€25,35"
Pazos de Lusco,Lusco Albariño 2022,"4,0","€22,95"
Fedellos do Couto,Testoiro 2022,"4,0","€26,90"
Valmiñor,Davila M-100 2018,"3,8","€23,70"
Pazo Señorans,Colección Albariño Rías Baixas 2019,"4,0","€26,46"
Toro Albalá,Miut L'Assemblage 2020,"3,7","€41,95"
Artadi,Santa Cruz de Artazu Blanco 2018,"3,9","€23,50"
Abadal,Nuat 2020,"3,9","€32,60"
Attis,Sitta Doliola 2018,"4,0","€39,50"
Ramón do Casar,Treixadura 2022,"4,2","€25,85"
Aalto,Blanco de Parcela 2022,"4,3","€67,95"
Forjas del Salnés,Leirana Finca Genoveva Albariño 2021,"4,1","€33,90"
R. López de Heredia,Viña Gravonia 2016,"4,2","€49,90"
Artadi,Viñas de Gain Blanco 2016,"3,8",€30
Aalto,Blanco de Parcela 2020,"4,2","€66,55"
Bodegas El Paraguas,La Sombrilla 2020,"4,2",€45
Laventura,Viura 2022,"3,9","€20,19"
Huguet de Can Feixes,Chardonnay 2020,"4,0","€24,10"
Palacios Remondo,Rioja Plácet Valtomelloso 2023,"3,9","€29,40"
Clos d'Agon,Amic Blanc 2023,"3,7","€21,96"
Godeval,1986 Godello 2018,"4,4","€77,90"
Dominio do Bibei,Lalume 2020,"4,0","€25,90"
Sicus,Sons Cartoixá 2017,"3,9",€47
Venus la Universal,Dido Macabeu - Garnatxa - Cartoixa 2021,"4,0","€24,46"
Edetària,Selecció Blanca 2021,"4,0","€24,90"
Fillaboa,Selección Finca Monte Alto 2021,"4,1","€23,30"
Contino,Rioja Blanco 2020,"4,0","€36,18"
Agro de Bazán,Granbazán Albariño Etiqueta Ámbar 2022,"4,0","€23,55"
Suertes del Marqués,Vidonia 2022,"4,2","€35,30"
Bodegas Clunia,Albillo 2023,"4,0","€21,95"
Fefiñanes,Albariño de Fefiñanes III Año 2021,"4,2","€42,60"
Familia Torres,Milmanda 2017,"4,1","€74,06"
Bodega Contador (Benjamín Romeo),Predicador Blanco 2022,"4,0","€31,91"
Remírez de Ganuza,Rioja Blanco 2021,"4,3","€27,20"
Terras Gauda,Terras Gauda O Rosal Etiqueta Negra (Black Label) 2021,"4,2","€36,95"
Ànima Negra,Quíbia (Falanis) 2022,"3,8","€22,63"
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albariño 2022,"4,3","€47,76"
Vinsnus,SiurAlta Gris 2019,"3,8","€29,50"
Chivite,Navarra Coleccion 125 Blanco 2021,"4,3","€35,39"
Mar de Frades,Finca Valiñas 2017,"4,3","€33,48"
Botani,Muscat 2022,"4,0","€23,97"
Can Ràfols dels Caus,El Rocallís 2018,"4,1","€107,34"
Telmo Rodriguez,El Transistor Verdejo 2018,"3,7","€25,31"
As Laxas,Bágoa do Miño Lágrima Albariño 2019,"3,9","€21,87"
La Caña,Navia Albarino 2019,"4,2","€28,85"
Rodrigo Mendez,Cies Blanco 2020,"3,9","€21,90"
Castillo Perelada,Finca La Garriga Blanca 2021,"3,8","€21,05"
Pago de Vallegarcía,Vallegarcia Viognier 2022,"4,1","€24,50"
Micro Bio (MicroBio),Isse Vinador Soñador 2019,"4,0","€24,90"
Micro Bio (MicroBio),Microbio 2019,"4,0","€24,90"
Telmo Rodriguez,MR (Mountain Wine) 2019,"4,2","€42,50"
Marco Abella,Loidana Blanc 2021,"3,8","€21,50"
Can Ràfols dels Caus,El Rocallís 2020,"4,3","€41,15"
Raúl Pérez,Ultreia La Claudina 2020,"4,2",€55
D. Mateos,Navaldar Blanco 2020,"3,7","€30,99"
Marqués de la Sierra,Pedro Ximénez 1927,"3,4","€23,79"
Rafael Palacios,Sorte O Soro Val do Bibei 2016,"4,6","€477,95"
Enric Soler,Espenyalluchs 2021,"4,2","€47,45"
Victoria Ordoñez,Monticara 2018,"4,1","€30,50"
Bodegas Mas Alta,Artigas Blanco 2020,"4,1","€23,20"
El Mas de l'A,Les Margues 2020,"4,2","€41,50"
Pago de Vallegarcía,Vallegarcia Viognier 2018,"4,1","€23,86"
Bodegas Pedro Escudero,Bestia Parda 2018,"4,2","€23,95"
Enric Soler,Impro-Visació Vinyes de Xarel-lo 2022,"4,1","€37,50"
Sicus,Cartoixà 2018,"3,9","€42,50"
El Grifo,Malvasía Coleccion Semidulce 2021,"4,2","€25,18"
Alfredo Arribas,Trossos Tros Blanc 2016,"4,2","€53,93"
Gramona,Pinoteamo 2019,"4,0","€23,47"
R. López de Heredia,Viña Tondonia Gran Reserva Blanco 2001,"4,3","€778,85"
Finca Valpiedra,Rioja Blanco Reserva 2018,"4,2",€64
Quinta da Muradella,Gorvia Blanco 2019,"4,0","€49,50"
Luis A. Rodriguez Vazquez,Viña de Martin Os Pasás Ribeiro 2019,"4,1","€23,65"
Luis A. Rodriguez Vazquez,Viña de Martin Escolma Ribeiro 2017,"4,3","€44,18"
Horacio Calvente,Guindalera 2020,"3,9","€22,95"
Familia Torres,Fransola 2018,"3,9","€29,30"
Pazo San Mauro,Albariño 2022,"4,0","€24,70"
Artadi,Santa Cruz de Artazu Blanco 2019,"3,9","€26,50"
Shaya,Habis 2019,"4,1","€33,50"
Envínate,Palo Blanco 2021,"4,1",€45
Luis A. Rodriguez Vazquez,A Teixa Ribeiro 2019,"4,2","€29,90"
En Números Vermells,Garnatxa Blanca del Carlos 2022,"4,0","€22,75"
Attis,Sangarida La Guiana Godello 2021,"4,4","€45,90"
Attis,Mar Albariño 2021,"4,4",€92
Envínate,Táganan Blanco 2023,"3,9","€28,31"
Terras Gauda,Terras Gauda O Rosal Etiqueta Negra (Black Label) 2020,"4,1","€41,90"
Avancia,Cuvée de O Godello 2023,"3,9","€32,96"
Raventos d'Alella,Santa Maria Pansa Blanca de Alella 2015,"3,8","€22,23"
Bertha,Mountain Bertha 2017,"3,7","€20,63"
Familia Torres,Milmanda 2021,"4,1",€50
Envínate,Táganan Blanco 2023,"3,9","€28,31"
Bodegas Martín Códax,Rías Baixas Albariño Lias 2021,"4,1","€21,95"
Bodegas Virgen de Galir,Sede e Fame Palomino 2019,"4,0","€29,99"
Abadía Retuerta,LeDomaine Blanco de Guarda 2020,"4,4","€37,99"
Forjas del Salnés,Leirana Finca Genoveva Albariño 2022,"4,1","€34,79"
Vegalfaro,Pago de los Balagueses Chardonnay 2021,"4,1","€24,40"
Cota 45,UBE de Ubérrima Paganilla 2022,"4,1","€28,96"
Castell d'Encus,Taleia 2019,"4,2","€34,64"
Castell d'Encus,Taleia 2020,"4,2","€28,45"
Castillo Perelada,Finca La Garriga Blanca 2022,"3,9","€28,83"
Belondrade,Belondrade y Lurton 2021,"4,4","€69,95"
Familia Torres,Milmanda 2021,"4,1",€50
Pazo Barrantes,Albariño 2020,"3,8","€39,99"
Alfredo Arribas,Tros Blanc Saleres Grenache Blanca 2017,"4,2","€52,45"
Paco & Lola,Prime Albariño Lias 2019,"4,1","€22,94"
Conreria d'Scala Dei,Antecessor Les Brugueres 1997,"4,1",€110
Bodegas Mauro,Godello Blanco 2018,"4,2",€56
Contino,Rioja Blanco 2021,"3,9","€27,29"
Artadi,Viñas de Gain Blanco 2019,"4,0",€34
Viña Nora,Nora da Neve 2020,"4,1","€27,30"
Martín Códax,Albariño 2022,"4,0","€21,51"
Familia Torres,Sons de Prades Vinyes de Milmanda 2018,"3,8","€28,07"
Cims de Porrera,Vi de Vila Blanco 2021,"3,9","€23,85"
Terroir Al Límit Soc. Lda,Terra de Cuques 2019,"4,1",€30
Avancia,Godello 2021,"4,2","€33,50"
La Caña,Albarino 2022,"4,0","€22,45"
Familia Torres,Fransola 2022,"4,2","€24,95"
Castro Candaz,La Vertical 2020,"4,2","€20,95"
Escoda-Sanahuja,Els Bassots 2021,"4,1","€32,13"
Castell d'Encus,Ekam 2022,"4,2","€26,45"
Gallina de Piel,Ikigall 2020,"3,9","€26,70"
Mas d'en Gil,Coma Blanca Priorat 2018,"4,3","€43,90"
Bodegas Martín Códax,OW 2021,"3,8","€22,95"
Bodegas Mauro,Godello Blanco 2022,"4,2","€58,88"
Bodegas Cosme Palacio,Cosme Palacio 1894 Blanco 2019,"4,0",€52
Viña Nora,Nora da Neve 2021,"4,1","€26,10"
Cuatro Rayas,Amador Diez Cuvée Verdejo 2018,"4,2","€36,50"
Laureano Serres Montagut,Mendall Abeurador 2021,"4,1","€58,50"
Fefiñanes,1583 Albariño de Fefiñanes 2022,"4,0",€27
Do Ferreiro (Bodegas Gerardo Mendez),Rias Baixas Albariño 2022,"4,2","€23,70"
Ramón Bilbao,Verdejo Rueda 2022,"3,8","€21,38"
Emilio Moro,La Revelía Godello 2019,"4,2","€26,25"
Ossian,Viñas Viejas Verdejo 2020,"4,3",€40
Clos d'Agon,Blanco 2017,"3,9","€47,46"
Cota 45,UBE de Ubérrima El Reventón 2022,"4,1","€28,96"
Allende,Rioja Blanco 2020,"4,0","€23,40"
