Brand,Wine,Rating,Price
Troç d'En Ros,La Bèstia Negra 2022,"3,9","€8,95"
Bodegas Ponce,La Xara Garnacha 2018,"3,5","€9,50"
El Escocés Volante,La Multa Old Vine Monastrell 2017,"3,4","€7,83"
Casa de la Ermita,Monastrell - Tempranillo - Cabernet Sauvignon Crianza 2018,"3,7","€8,70"
Monasterio de Las Vinas,Reserva 2020,"3,7","€6,90"
Celler 9+,Medol Garnatxa - Cabernet 2021,"3,8","€9,60"
Carles Andreu,12 @ Trepat 2022,"3,7","€7,50"
Joaquín Rebolledo,Valdeorras Mencia 2023,"3,7","€8,55"
Celler Xavier Clua,Mas d'en Pol Barrica 2018,"3,6","€8,95"
El Coto,Crianza Selección Viñedos 2020,"3,9","€9,34"
Bodega Pirineos,Montesierra Red Blend 2022,"3,4","€7,95"
Marqués de Castilla,Barrica Merlot - Cabernet Sauvignon 2020,"3,6","€9,90"
Camina,Tempranillo 2021,"3,4","€9,25"
Cuna de Reyes,Rioja Tinto 2022,"3,4","€8,95"
Castillo de Enériz,Reserva 2018,"3,7","€8,84"
Vendôme Mademoiselle,Premium Merlot N.V.,"2,4","€8,92"
El Coto,Crianza Selección Viñedos 2019,"3,9","€9,34"
La Gavacha,Garnacha 2020,"3,8","€9,95"
Alvar de Dios,Tio Uco 2020,"3,8","€9,30"
Pata Negra,Valdepeñas Reserva 2016,"3,5","€5,95"
Luis Cañas,Rioja Jazz Selection 2022,"3,7","€6,95"
La Gavacha,Garnacha 2020,"3,8","€9,95"
Castillo de Enériz,Reserva 2018,"3,7","€8,84"
Vendôme Mademoiselle,Premium Merlot N.V.,"2,4","€8,92"
El Coto,Crianza Selección Viñedos 2019,"3,9","€9,34"
El Coto,Crianza Selección Viñedos 2020,"3,9","€9,34"
Bo,Bobal Único 2021,"3,6","€7,75"
Platea,Tempranillo 2020,"3,5","€9,53"
Pago Casa Gran,Falcata Tinto 2022,"3,8","€7,59"
Casa Leon,Tinto 2023,"3,2","€4,79"
Señorio de Castilla,Camino de Castilla Roble 2018,"3,2","€4,89"
Bodegas Alvia,Mileto Tinto 2019,"3,4","€7,50"
Castillo de Vagos,Gran Reserva 2004,"3,4","€5,25"
Ramón Roqueta,Mas Oliveras Tempranillo 2009,"3,4","€5,95"
Eguren Ugarte,Crianza 2008,"3,5","€9,19"
Eguren Ugarte,Crianza 2015,"3,6","€9,19"
Azabache,Tunante de Azabache Tempranillo 2021,"3,5","€7,90"
Bodegas Piqueras,Marius 2020,"3,7","€8,95"
Altavins,Jorn Nou Petit Tinto 2022,"3,9","€9,70"
Sierra de Viento,Gran Reserva 2015,"3,9","€9,95"
Lacrimus,Rex Garnacha - Graciano 2021,"3,7","€8,50"
Herència Altés,Cupatge 2022,"3,7","€7,50"
Sedosa,Tempranillo - Syrah 2022,"3,3","€6,95"
Más Que Vinos,Ercavio Tempranillo Viñas de Meseta 2019,"3,8","€7,92"
Eguren Ugarte,Crianza 2020,"3,9","€8,40"
Vicente Gandía,Bobal Negro 2015,"3,8","€8,25"
Vinyes dels Aspres,Oriol dels Aspres Negre 2023,"3,6","€7,30"
Más Que Vinos,Ercavio Tempranillo Joven 2021,"3,4","€5,99"
Raimat,Abadia Cabernet Sauvignon - Tempranillo 2020,"3,5","€7,95"
Familia Torres,Mas Rabell 2021,"3,7","€8,35"
Damalisco,Roble 2022,"3,6","€6,90"
De Moya,Justina 2020,"3,9",€9
Osborne,Solaz Tempranillo - Cabernet Sauvignon 2022,"3,7","€8,51"
Bodegas Latúe,Clearly Organic Tempranillo 2022,"3,4","€5,95"
Cruz del Castillo,Los Patos Superior Bobal - Syrah 2021,"3,4","€6,60"
Finca Enguera,Castillo de Enguera Reserva 2019,"3,6","€8,49"
Quaderna Via,Crianza Tempranillo 2020,"3,7","€8,99"
Peñamonte,Garnacha Tinta Roble 2022,"3,8","€5,41"
Vinyes d'En Gabriel,L'Heravi 2021,"3,8","€9,45"
Bodegas Faustino,Tinto 2020,"3,5","€9,95"
Oromonte,Tempranillo - Garnacha 2021,"3,6","€6,20"
Ramón Roqueta,Cabernet Sauvignon 2022,"3,5","€8,65"
Bodegas Piedemonte,Cuatro Tierras 2019,"3,7","€8,95"
Viñedos de Horizonte,Hacienda Real Cencibel 2019,"3,7","€8,95"
Bodegas Vallobera,Crianza Rioja 2014,"3,6","€8,53"
Bodegas Langa,Frenesí 2020,"3,7","€8,50"
Bodegas Nekeas,El Camino Tempranillo Roble 2021,"4,0","€9,08"
Bodegas Latúe,Cabernet Sauvignon 2020,"3,4","€9,50"
Burgo Viejo,Rioja 2021,"3,1","€8,95"
El Convertido,Tempranillo 2023,"3,3","€6,95"
Celler Masroig,Solà Fred 2023,"3,5","€5,95"
Osborne,Solaz Tempranillo 2022,"3,5","€8,37"
Bodegas y Vinedos Escudero,Eloy Escudero Roble 2016,"3,6","€8,95"
Pago de Cirsus,Oak Aged Red Blend 2018,"3,8","€6,95"
Niel Santofimia,Red 2007,"3,7","€8,70"
Bodegas Latúe,Cabernet Sauvignon 2020,"3,4","€9,50"
Vergel,Tinto 2022,"3,7","€6,69"
Bodegas Piqueras,Marius Reserva 2020,"3,7","€8,95"
Venta La Vega - Bodegas Almanseñas,Adaras Aldea 2022,"3,5","€7,49"
Volver,Madame Bobalu Bobal 2020,"3,7","€9,51"
Mesta,Tempranillo Selección 2022,"3,3","€5,22"
Oliveda,Masia Oliveda Negre Jove 2023,"3,3","€9,34"
Don Diego Escolano,Gran Reserva 2011,"3,4","€9,51"
Bajoz,Gran Bajoz Toro 2023,"3,4","€5,49"
Familia Torres,Mas Rabell Tempranillo 2021,"3,6","€6,42"
Finca Milena,Tempranillo - Shiraz 2022,"3,4","€6,39"
Succès,La Cuca de Llum 2021,"3,7","€9,30"
Sant Josep,Llàgrimes de Tardor Criança 2021,"3,8","€8,65"
Finca Antigua,Crianza 2019,"3,5","€8,50"
Bodegas Alconde,Selección Tinto Roble 2019,"3,4","€9,90"
Miura,Lacrimus 2020,"3,8","€9,40"
Los Tinos,Valviejo Selección Especial Tempranillo 2023,"3,4","€5,13"
Trenza,La Nymphina Monastrell 2021,"3,8","€9,40"
Elvia,Crianza 2017,"3,4","€7,06"
Bodegas Piqueras,Old Vines Garnacha 2021,"3,7","€8,43"
Cuatro Pasos,Pizarras de Otero Mencia 2022,"3,6","€9,95"
Mesta,Tempranillo Selección 2022,"3,3","€5,22"
Finca Milena,Tempranillo - Shiraz 2022,"3,4","€6,39"
Miura,Lacrimus 2020,"3,8","€9,40"
Pardo Tolosa,La Sima Tempranillo Ecologico 2021,"3,7","€9,50"
Dehesa La Granja,Tinto 2015,"3,7","€9,80"
Sedosa,Organic Tinto 2019,"3,5","€7,30"
Bodegas Arraez,Vividor Bobal 2019,"3,7","€9,95"
Hacienda López de Haro,Crianza 2018,"3,7","€8,95"
Bodegas Javier San Pedro Ortega,Cueva de Lobos Crianza 2019,"3,8","€7,90"
Borsao Bodegas,Selección 2020,"3,6","€5,50"
Montemar,Garnacha Tinta 2023,"3,8","€7,55"
Volver,Paso a Paso Tempranillo 2022,"3,8","€7,35"
Volver,4 Meses Red 2022,"3,7","€8,49"
Familia Torres,Sangre de Toro Original 2022,"3,6","€6,94"
Condado de Oriza,Tempranillo Ribera del Duero 2022,"3,6","€7,50"
Bodegas Piqueras,Valcanto Syrah 2021,"3,6","€7,52"
Raúl Pérez,La Clave 2021,"3,8","€9,70"
Mariano J. Lacort,Crianza 2017,"3,7","€9,95"
Crin Roja,Tempranillo 2022,"3,5","€6,89"
Bodegas Faustino,Art Collection 2021,"3,9","€8,50"
Sant Josep,Llàgrimes de Tardor Criança 2021,"3,8","€8,65"
Paco Garcia,Seis 2022,"3,5","€8,55"
Succès,La Cuca de Llum 2021,"3,7","€9,30"
Finca Antigua,Crianza 2019,"3,5","€8,50"
Bodegas Alconde,Selección Tinto Roble 2019,"3,4","€9,90"
Inurrieta,Cuatrocientos Crianza 2021,"3,9","€8,60"
Luna Beberide,Mencía Bierzo 2023,"3,4","€7,05"
Luberri,Biga de Luberri Crianza 2021,"3,8","€9,20"
Covitoro,Cermeño Tinta de Toro 2022,"3,3","€9,28"
Valdesil,Valderroa Mencia 2022,"3,6","€8,65"
Viña Mayor,Ribera del Duero Tinto Roble 2022,"3,7","€9,49"
Bodegas Faustino,Crianza 2021,"3,6","€9,99"
Avgvstvs,Primer Negre 2021,"3,8","€9,10"
Bodegas Cosme Palacio,Glorioso  Rioja Crianza 2019,"3,8","€9,59"
Celler Masroig,Les Sorts Jove 2023,"3,7","€6,30"
Altavins,al Almodí Negre 2022,"3,6","€8,20"
Bodegas Javier San Pedro Ortega,Cueva de Lobos Joven 2022,"3,6","€9,58"
Pinord,Terra Alta Garnatxa Diorama 2022,"3,6","€9,95"
Pinord,Clos de Torribas Crianza Tempranillo 2018,"3,7","€6,95"
Covila,II Tinto 2020,"3,1","€8,95"
Inurrieta,Norte Roble 2022,"3,6","€5,55"
Intruso,Tempranillo 2020,"3,8","€8,70"
Bodegas y Vinedos Escudero,Eloy Escudero Roble 2019,"3,6","€9,71"
Proelio,Crianza 2019,"3,9","€9,85"
Bodegas Valdemar,Conde de Valdemar Tempranillo 2023,"3,6","€8,74"
Casa Aurora,La Nave Villa de Albares 2021,"3,8","€9,80"
Honoro Vera,Rioja 2021,"3,8","€6,40"
Portia,Roble 2023,"3,9","€9,69"
Vermador,Monastrell - Petit Verdot 2021,"3,4","€7,45"
Museum,Vinea Tempranillo Crianza 2020,"3,7","€9,99"
Borsao Bodegas,Joven (Selección) 2022,"3,6","€4,99"
Quinta de la Quietud,Corral de Campanas 2020,"3,9","€9,90"
Altos de Rioja,Altos R Crianza 2020,"3,7","€9,80"
Hacienda López de Haro,Crianza 2019,"3,8","€6,95"
Ontañón,Rioja Crianza 2020,"4,0","€6,30"
Bodegas Valdemar,Conde de Valdemar Tempranillo 2021,"3,7","€6,95"
EGO,Marionette Monastrell - Syrah 2021,"3,8","€5,99"
Tridente,Entresuelos Tempranillo 2020,"3,7","€8,55"
Bodegas Care,Crianza Tempranillo - Merlot 2017,"3,9","€5,50"
Neleman,30 Wishes Dear 2022,"3,4","€8,49"
Volver,Tarima Monastrell 2020,"3,8","€9,45"
Juan Gil,Jumilla Yellow Label 2020,"3,9","€8,95"
Singulares,Entrelobos Tinto Fino Ribera del Duero 2022,"3,5","€8,95"
Bodega Olmaza,Olmaza Autor Crianza 2013,"3,8","€8,50"
Cercavins,Bru de Verdú 2021,"3,7","€9,80"
Altos Ibéricos,Crianza 2020,"3,9","€9,49"
Vall de Baldomar,Petit Baldomà Tinto 2023,"3,4","€6,75"
Honoro Vera,Garnacha 2022,"3,9","€6,40"
Gran Sello,Tempranillo - Syrah 2020,"3,8","€7,50"
Portia,Roble 2022,"3,8","€9,95"
Confidencia,Tempranillo Tinto 2022,"3,4","€6,75"
Luzon,Jumilla Petit Verdot 2022,"3,7","€9,95"
Baron de Ebro,Crianza 2020,"3,7","€9,95"
Hilanda,Garnacha Tintorera 2022,"3,6","€7,25"
Marques dé La Carrasca,Crianza 2017,"3,3","€8,95"
Viento Aliseo,Tempranillo - Petit Verdot 2022,"3,6","€8,95"
Cruz del Castillo,El Aritza Merlot 2021,"3,6","€7,95"
Lan,Crianza Rioja 2019,"3,8","€9,99"
Cristo de la Vega,Torre de Vejezate Tempranillo 2022,"3,2","€6,95"
Paniza,Garnacha - Tempranillo 2022,"3,3","€6,75"
Intruso,Garnacha 2022,"3,7","€8,69"
Santana,Tempranillo 2022,"3,1","€4,95"
The Green Wine Company,Tempranillo 2023,"3,4","€7,25"
Viña Zorzal,Graciano 2020,"3,6","€9,30"
Dominio de Atauta,Viridiana Ribera del Duero Roble 2021,"3,8","€6,90"
Bodegas Latúe,Clearly Organic Tempranillo 2021,"3,4","€5,30"
Torrelongares,Tinto Garnacha 2021,"3,4","€7,50"
Pillet,Negre 2020,"2,4","€9,15"
Lagar de Aso,Tempranillo 2022,"3,0","€7,59"
Portia,Roble 2019,"3,8","€9,99"
Bodegas Piqueras,Castillo de Almansa Crianza 2020,"3,5","€9,80"
Nius,Jenius 2019,"3,8","€9,50"
Cuatro Rayas,Dama del Lago Rueda Tempranillo Roble 2020,"3,5","€7,95"
Despierta,Tempranillo 2018,"3,4","€6,29"
Alceño,TW 12 (Twelve) Monastrell 2018,"3,7","€7,15"
Bodegas Yuntero,Ortiga Tempranillo 2018,"3,2","€6,24"
Despierta,Cabernet Sauvignon 2018,"3,2","€6,29"
Telmo Rodriguez,Al-Muvedre Tinto Monastrell 2017,"3,6","€9,62"
Peñamonte,Garnacha Tinta Roble 2021,"3,8","€7,45"
El Paso del Lazo,Tempranillo - Shiraz 2022,"3,2","€4,95"
Alacer,Roble 2020,"3,8","€9,50"
Chispas,Apasionante Tempranillo - Garnacha 2020,"3,4","€6,95"
Bodegas Príncipe de Viana,Colección Monovarietales Tempranillo Roble 2022,"3,7","€8,95"
Finca de los Arandinos,Crianza 2019,"3,6","€9,90"
Les Vins Bonhomme,El Bonhomme Tinto 2022,"3,5","€6,50"
Los Frailes,Bilogia 2021,"3,7","€9,95"
Sendero Royal,Tempranillo 2023,"3,8","€8,67"
Bodegas Illana,Tres De Cinco Crianza 2016,"3,8","€8,95"
Finca Mónica,Tempranillo Rioja 2018,"3,4","€4,58"
Huguet de Can Feixes,Negre Selecció 2020,"3,8","€8,95"
Ramón Roqueta,Massaluca 2021,"4,0","€9,10"
Vendrell Rived,Miloca Garnatxa 2023,"3,7","€8,45"
Sers,Temple 2022,"3,9","€9,20"
Altos de Rioja,Altos R Tempranillo 2018,"3,7","€6,25"
Altos d'Oliva,Gran Reserva 2013,"3,2","€7,52"
Pastor Diaz,Castroviejo Tempranillo 2021,"3,5","€6,50"
Valtravieso,Ribera del Duero Joven 2020,"3,4","€8,50"
Marqués de Castilla,Tinto 2021,"3,5","€6,80"
Camina,Tempranillo 2023,"3,4","€6,75"
Pasos de la Capula,Tempranillo 2022,"3,3","€5,80"
Ribas del Cúa,Joven 2021,"3,3","€7,50"
Marqués de Montecierzo,Emergente Crianza 2018,"3,6","€9,50"
Albarroble,Crianza Selección Garnacha Tintorera 2021,"3,6","€8,50"
Nuviana,Tempranillo - Cabernet Sauvignon 2021,"3,8","€5,25"
Cuatro Pasos,Tinto 2015,"3,4","€6,95"
Finca Constancia,Montado Tempranillo 2023,"3,5","€6,90"
Marqués de Castilla,Tempranillo Selección Crianza 2018,"3,8","€9,25"
Castillo de Aresan,Cabernet Sauvignon 2020,"3,5","€8,90"
Pata Negra,Valdepeñas Tempranillo Crianza 2019,"3,7","€5,55"
Bodega Iniesta,Corazón Loco Tinto 2021,"3,5","€7,95"
Bodegas Palmera,Bobal - Tempranillo Superieur 2020,"3,4","€6,95"
Astrid & Thérèse,La Donna Garnacha 2022,"3,4","€7,95"
Bodegas Eguren,Pazos de Eguren 1998,"3,3","€5,08"
Eguren Ugarte,Crianza 2013,"3,5","€9,19"
Bodegas Fontana,Dominio de Fontana Tempranillo - Cabernet Sauvignon 2021,"3,7","€8,29"
Pago Casa Gran,Falcata Tinto 2023,"4,0","€7,59"
Caracol Serrano,Tinto 2021,"3,5","€7,99"
Bodegas Parra Jimenez,Syrah 2023,"3,4","€5,79"
Casa de la Vega,Selección 2021,"3,4","€7,89"
Casa de la Vega,Crianza 2018,"3,3","€9,99"
Altamente,Volalto Monastrell 2021,"3,8","€9,99"
Castillo Labastida,Crianza 2018,"3,3","€9,50"
Condesa de Leganza,Tempranillo 2022,"3,6","€5,49"
Cutio,Garnacha 2021,"3,5","€7,80"
Pata Negra,Valdepeñas Reserva 2018,"3,6","€4,49"
Herència Altés,Garnatxa Negra 2022,"3,7","€7,50"
Lacrimus,Vendimia Seleccionada Tempranillo 2023,"3,5","€7,90"
Fabregas,Mingua Garnacha - Cabernet 2022,"3,1","€9,74"
Casa Carmela,Monastrell 2021,"3,5","€9,80"
Familia Torres,Mas Rabell 2018,"3,7",€9
Fabregas,Mingua Garnacha - Cabernet 2022,"3,1","€9,74"
Bodegas Langa,Castillo de Ayud Tinto 2021,"3,9","€7,92"
Bodega Otto Bestué,Finca Rableros 2019,"3,9","€8,95"
Neleman,All Day Long Tinto 2022,"3,6","€6,95"
Neleman,Nucli Organic 2023,"3,7","€7,88"
Nius,Brutal 2022,"3,9","€9,50"
Bodegas Piqueras,Marius Reserva 2018,"3,7","€9,95"
Tinedo,Ja! 2020,"3,5","€8,95"
Tallis,Monastrell 2022,"3,6","€6,95"
Castillo Perelada,Empordà Cigonyes Negre 2023,"3,6","€7,60"
Castillo San Lorenzo,Reserva 2018,"3,6","€6,95"
Tonel N Cuarenta,Reserva 2016,"3,5","€8,20"
Bodegas Mazas,Roble 2021,"3,9","€9,95"
Pasas,November Harvest Monastrell 2021,"3,8","€9,95"
Bodegas Langa,Frenesí 2022,"3,8","€9,35"
D. Mateos,Letargo Vendimia Seleccionada Tempranillo 2022,"3,7","€7,20"
Finca Constancia,Selección 2020,"3,7","€7,99"
Bodegas Nodus,En la Parra Tinto Joven 2021,"3,7","€9,49"
Bodegas Nodus,Bobal 2022,"3,5","€9,95"
Inurrieta,Cuatrocientos Crianza 2020,"3,9","€8,70"
Bodegas Aradon,Tinto 2021,"3,5","€7,95"
Celler Masroig,Ferest Vi Ecològic 2019,"3,8","€9,60"
Vina Herminia,Rioja Tempranillo 2018,"3,3","€9,81"
Marqués de Castilla,Tinto 2023,"3,5","€6,95"
Terra d'Uro,Garnacha Tinta 2020,"3,7","€7,90"
Terra d'Uro,Garnacha Tinta 2020,"3,7","€7,90"
Conde de Alicante,Selección Monastrell 2022,"3,2","€6,50"
Celler Masroig,Ferest Vi Ecològic 2019,"3,8","€9,60"
Vina Herminia,Rioja Tempranillo 2018,"3,3","€9,81"
Cruz del Castillo,El Aritza Tempranillo 2021,"3,7","€7,95"
Fuenteseca,Tinto 2022,"3,6","€7,95"
Sierra Cantabria,Selección 2019,"3,8","€6,95"
Ramón Roqueta,Synera Tinto 2021,"3,3","€8,15"
Telmo Rodriguez,Al Muvedre Tinto Joven 2022,"3,4","€6,86"
Joan Sardà,Cabernet Sauvignon 2021,"3,2","€7,99"
Pago Aylés,Patria Chica Vino de Pago 2022,"4,0","€9,99"
Viticultores Lo Necesario,las aves de paso 2022,"3,7","€6,90"
Bodegas Parra Jimenez,Merlot 2023,"3,3","€5,79"
Navarrsotillo,Rioja Joven Noemus 2022,"3,3","€4,99"
Vermador,Barrica Monastrell - Syrah 2022,"3,6","€6,49"
Singulares,El Veïnat Garnatxa Montsant 2022,"3,7","€7,85"
César Principe,13 Cántaros Nicolás 2022,"3,7","€9,35"
Estones,Petites Tinto 2022,"3,8","€9,20"
Singulares,Jardín Rojo Tempranillo Rioja 2019,"3,4","€6,90"
Costers del Sió,Petit Siós Tinto 2023,"3,6","€8,20"
Singulares,Corral del Obispo Mencía Bierzo 2020,"3,6","€7,70"
L'Olivera,Tossudes 2022,"3,6","€9,30"
Berceo,Tempranillo 2018,"3,5","€8,99"
Vermador,Monastrell - Petit Verdot 2022,"3,4","€6,45"
Federico Paternina,Banda Azul Crianza 2020,"3,6","€8,86"
Viña Altamar,Ribera del Duero Tempranillo 2023,"3,4","€5,95"
Cruz del Castillo,El Aritza Merlot 2019,"3,6","€7,89"
Alceño,Romeo Monastrell 2019,"3,7","€6,78"
Tinedo,Ja! 2021,"3,6","€8,95"
Bodegas Ayuso,Estola Reserva 2018,"3,7","€9,67"
Albet i Noya,Curiós Tempranillo Ull de Llebre Penedès 2022,"3,5","€7,99"
Familia Bastida,Cimal Tempranillo 2019,"4,0","€8,95"
Cingles Blaus,Octubre Tinto 2022,"3,6","€8,60"
Finca Sobreno,Crianza 2011,"3,6","€9,95"
Lan,Crianza Rioja 2010,"3,5","€9,95"
Campo de Vides,Gran Reserva 2008,"3,7","€6,95"
Dominio de Tares,Baltos Mencía 2021,"3,7","€9,10"
Terra d'Uro,La Enfermera 2021,"3,9","€6,80"
Castillo de Enériz,Crianza 2020,"3,5","€7,84"
Bodegas Faustino,VII Tempranillo 2022,"3,6","€6,69"
Muruve,Roble 2020,"3,5","€7,50"
Honoro Vera,Organic Monastrell 2022,"3,8","€7,50"
Vegalfaro,Rebel.lia Tinto 2022,"3,7","€6,99"
El Escocés Volante,La Multa Old Vine Garnacha 2012,"3,3","€7,95"
Ramón Roqueta,Tempranillo 2021,"3,4","€7,55"
Fernandez de Arcaya,Viña Perguita Tinto Roble 2022,"3,6","€8,50"
Bodegas Arraez,Mala Vida 2016,"3,7","€9,25"
Beronia,Rioja Crianza 2021,"3,6","€8,59"
Avelino Vegas,Tempranillo 2020,"3,5","€5,15"
Montemar,Garnacha Tinta 2022,"3,8","€8,20"
Familia Torres,Atrium Merlot 2018,"3,7","€9,92"
Juan Manuel Burgos,Avan Oak Roble 2021,"3,5","€8,40"
Viña Bujanda,Rioja Reserva 2021,"3,8","€9,50"
Bodegas San Esteban,Tierras de Murillo Crianza 2019,"3,8","€9,63"
Pago de la Jaraba,Viña Jaraba Crianza 2018,"4,0","€7,79"
Pago Aylés,Trasmontes Garnacha 2022,"3,9","€8,53"
Trenza,Selección Tardia La Orphica Monastrell 2022,"4,0","€7,29"
Bodegas Piqueras,Valcanto  Monastrell 2020,"3,9","€7,52"
El Jefe [Grande],Tempranillo 2023,"3,8","€8,99"
Pardevalles,Prieto Picudo 2023,"3,6","€8,80"
Merayo,Mencia Bierzo 2023,"3,6","€8,23"
Conde de Alicante,Selección Monastrell 2021,"3,2","€6,20"
Baltasar Gracián,El Héroe Garnacha Viñas Viejas 2022,"3,7","€8,99"
Monte Real,Crianza 2021,"3,7","€9,45"
Enate,Tapas Tempranillo 2021,"3,8","€6,45"
Pago de la Jaraba,Azagador Reserva Tinto 2017,"3,7","€5,99"
Orto Vins,Les Argiles d'Orto Negre 2022,"3,9","€9,35"
Rendé Masdéu,Inquiet 2023,"3,1","€8,20"
Finca Sobreno,Organic Tempranillo 2021,"3,8","€6,95"
Canforrales,Clásico Tempranillo 2023,"3,5","€8,57"
Pinord,Penedès Crianza Tempranillo Viña Chatel 2018,"3,3","€9,33"
Viñas del Vero,Tempranillo - Cabernet Sauvignon Crianza 2019,"3,8","€8,39"
El Burro,Kickass Garnacha 2022,"3,6","€5,99"
La Casa de Lúculo,Cátulo Tempranillo 2022,"3,4","€8,99"
Finca Antigua,Cabernet Sauvignon 2019,"3,4","€8,20"
Pinord,Penedès Crianza Tempranillo Viña Chatel 2018,"3,3","€9,33"
Macià Batle,Añada 2023,"3,8","€9,99"
Castell del Remei,Gotim Bru 2021,"3,9","€9,60"
Celler de Capçanes,Mas Picosa Flor En Flor Montsant 2022,"3,8","€7,90"
Bodegas Aragonesas,Coto de Hayas Tempranillo - Cabernet Sauvignon Roble 2022,"3,7","€6,25"
Baigorri,Negu 2022,"3,6","€9,45"
Parató,Finca Renardes 2021,"3,6","€7,60"
Pata Negra,Valdepeñas Gran Reserva 2012,"3,6","€7,95"
Atalaya,Laya 2023,"4,0","€6,70"
Pasión,Bobal 2021,"3,9","€8,85"
Bodegas Arraez,Vivir Sin Dormir Tinto 2019,"3,6","€8,29"
EGO,Fuerza 2019,"3,8","€8,42"
Martí Fabra,L'Oratori Empordà 2022,"3,7","€7,90"
El Burro,Kickass Garnacha 2022,"3,6","€5,99"
La Casa de Lúculo,Cátulo Tempranillo 2022,"3,4","€8,99"
Finca Antigua,Cabernet Sauvignon 2019,"3,4","€8,20"
Bodegas Aragonesas,Coto De Hayas Crianza 2019,"3,6","€5,30"
Yugo,Crianza Tempranillo 2018,"3,6","€8,95"
Enrique Mendoza,Merlot Alicante 2022,"3,7","€9,95"
Carlos Serres,Rioja Crianza 2020,"3,8","€8,95"
Pagos del Moncayo,Prados Fusión Garnacha - Syrah 2021,"3,8","€9,50"
Espelt,ViDiví 2022,"3,6","€8,70"
La Vinyeta,Heus Negre 2022,"3,5","€7,30"
Bodegas Piedemonte,Crianza Cabernet Sauvignon 2019,"3,5","€7,89"
Clos Montblanc,362 Tempranillo - Cabernet 2022,"3,5","€7,95"
Bodegas Valdemar,Conde de Valdemar Tempranillo 2022,"3,6","€6,95"
Castell del Remei,Gotim Bru 2021,"3,9","€9,60"
Bodegas Arraez,Vivir Sin Dormir Tinto 2019,"3,6","€8,29"
Celler de Capçanes,Mas Picosa Flor En Flor Montsant 2022,"3,8","€7,90"
Pasión,Bobal 2021,"3,9","€8,85"
Alceño,Organic Monastrell Jumilla 2022,"3,7","€9,95"
Familia Torres,Natureo De-Alcoholised Red 2023,"2,7","€7,89"
EGO,Fuerza 2019,"3,8","€8,42"
La Comarcal,Delmoro 2023,"3,8","€9,30"
Familia Torres,Sangre de Toro 2022,"3,5","€6,95"
Vegalfaro,Caprasia Bobal - Merlot 2021,"3,7","€9,95"
Finca Antigua,Tempranillo Crianza 2020,"3,7","€7,95"
Laus,Tinto Joven 2023,"3,4","€5,15"
Vall de Baldomar,Baldomà Selecció 2021,"3,5","€8,60"
Barahonda,Organic Monastrell - Merlot 2022,"3,9","€9,75"
Cueva del Chamán,Garnacha Tintorera 2020,"3,7","€9,95"
Cune (CVNE),Reserva 2018,"4,0","€6,79"
El Coto,Crianza 2018,"3,7","€5,16"
Bodegas Javier San Pedro Ortega,Cueva de Lobos Crianza 2021,"3,9","€7,50"
Emilio Moro,Finca Resalso 2023,"4,0","€9,80"
El Meson,Rioja Crianza 2020,"3,8","€7,98"
Luzon,Monastrell - Syrah 2022,"3,8","€7,95"
Castaño,Hécula Monastrell 2021,"3,5","€7,42"
Luis Cañas,Tinto 2022,"3,4","€7,50"
Montecillo,Rioja Crianza 2019,"3,8","€8,75"
Agronavarra,Agramont Graciano 2021,"3,7","€9,95"
Pittacum,Petit Pittacum 2022,"3,8","€8,25"
Bodega Bideona,Laderas Tempranillo 2021,"3,9","€9,29"
El Gringo,Dark Red Tempranillo 2022,"3,7","€9,50"
Bodega Elias Mora,Toro 2021,"3,9","€9,30"
Bodegas Valdemar,Conde de Valdemar Tempranillo 2019,"3,6","€9,95"
Marques dé La Carrasca,Tempranillo - Shiraz 2023,"3,3","€6,95"
Nube de Leza García,Maturana Tinta 2021,"3,9","€8,95"
Luzon,Finca Luzón Roble 2022,"3,7","€9,95"
Señorío de Iniesta,Organic Tinto 2023,"3,3","€7,95"
Intruso,Garnacha Tintorera 2022,"3,5","€8,69"
Ramón Bilbao,Crianza Rioja 2018,"3,9","€6,50"
Conde Pinel,Old Vines 2020,"3,7","€6,49"
Artuke,Artuke Rioja 2022,"3,8","€9,50"
Bodegas Ponce,Clos Lojen Manchuela 2018,"3,5","€8,90"
Arzuaga,La Planta 2022,"3,9","€8,40"
